Target,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Timestamp
2.202,0.054,241.06,9.2,0.0,0.0,0.0,2006-12-23 01:59:00
2.28,0.056,240.67,9.4,0.0,0.0,0.0,2006-12-23 02:00:00
1.596,0.0,242.86,7.6,0.0,0.0,0.0,2006-12-23 02:01:00
0.28,0.05,244.98,1.4,0.0,0.0,0.0,2006-12-23 02:02:00
2.072,0.054,242.24,9.0,0.0,0.0,0.0,2006-12-23 02:03:00
2.376,0.05,241.91,9.8,0.0,0.0,0.0,2006-12-23 02:04:00
2.366,0.048,241.41,9.8,0.0,0.0,0.0,2006-12-23 02:05:00
0.484,0.076,243.94,3.2,0.0,0.0,0.0,2006-12-23 02:06:00
1.422,0.062,242.76,7.2,0.0,0.0,0.0,2006-12-23 02:07:00
2.378,0.05,242.11,9.8,0.0,0.0,0.0,2006-12-23 02:08:00
1.874,0.062,243.45,8.4,0.0,0.0,0.0,2006-12-23 02:09:00
0.276,0.0,246.06,1.4,0.0,0.0,0.0,2006-12-23 02:10:00
2.36,0.046,244.48,9.6,0.0,0.0,0.0,2006-12-23 02:11:00
2.406,0.0,243.98,9.8,0.0,0.0,0.0,2006-12-23 02:12:00
1.378,0.104,245.19,7.0,0.0,0.0,0.0,2006-12-23 02:13:00
0.33,0.122,246.58,1.6,0.0,0.0,0.0,2006-12-23 02:14:00
2.444,0.086,243.54,10.0,0.0,0.0,0.0,2006-12-23 02:15:00
2.42,0.084,242.99,9.8,0.0,0.0,0.0,2006-12-23 02:16:00
1.49,0.096,243.36,7.4,0.0,0.0,0.0,2006-12-23 02:17:00
0.77,0.106,244.34,4.8,0.0,0.0,0.0,2006-12-23 02:18:00
2.428,0.086,243.37,9.8,0.0,0.0,0.0,2006-12-23 02:19:00
2.424,0.086,243.45,9.8,0.0,0.0,0.0,2006-12-23 02:20:00
1.652,0.098,244.31,7.8,0.0,0.0,0.0,2006-12-23 02:21:00
0.542,0.114,245.42,3.6,0.0,0.0,0.0,2006-12-23 02:22:00
2.418,0.086,243.03,9.8,0.0,0.0,0.0,2006-12-23 02:23:00
2.338,0.086,242.86,9.6,0.0,0.0,0.0,2006-12-23 02:24:00
0.304,0.114,244.73,1.2,0.0,0.0,0.0,2006-12-23 02:25:00
1.98,0.09,242.86,8.8,0.0,0.0,0.0,2006-12-23 02:26:00
2.412,0.084,242.89,9.8,0.0,0.0,0.0,2006-12-23 02:27:00
2.412,0.086,242.99,9.8,0.0,0.0,0.0,2006-12-23 02:28:00
1.764,0.094,243.57,8.2,0.0,0.0,0.0,2006-12-23 02:29:00
0.476,0.072,245.18,3.2,0.0,0.0,0.0,2006-12-23 02:30:00
2.326,0.05,242.94,9.4,0.0,0.0,0.0,2006-12-23 02:31:00
2.316,0.052,242.71,9.4,0.0,0.0,0.0,2006-12-23 02:32:00
2.218,0.05,243.13,9.2,0.0,0.0,0.0,2006-12-23 02:33:00
0.21,0.0,244.31,0.8,0.0,0.0,0.0,2006-12-23 02:34:00
1.822,0.046,242.95,8.4,0.0,0.0,0.0,2006-12-23 02:35:00
2.312,0.052,242.43,9.4,0.0,0.0,0.0,2006-12-23 02:36:00
2.336,0.0,242.63,9.6,0.0,0.0,0.0,2006-12-23 02:37:00
0.932,0.072,244.12,5.4,0.0,0.0,0.0,2006-12-23 02:38:00
0.888,0.076,244.86,5.4,0.0,0.0,0.0,2006-12-23 02:39:00
2.402,0.054,243.15,9.8,0.0,0.0,0.0,2006-12-23 02:40:00
2.398,0.054,243.09,9.8,0.0,0.0,0.0,2006-12-23 02:41:00
1.74,0.064,244.27,8.2,0.0,0.0,0.0,2006-12-23 02:42:00
0.434,0.082,245.44,2.8,0.0,0.0,0.0,2006-12-23 02:43:00
2.414,0.056,243.83,9.8,0.0,0.0,0.0,2006-12-23 02:44:00
2.412,0.05,244.38,9.8,0.0,0.0,0.0,2006-12-23 02:45:00
1.034,0.0,245.73,6.0,0.0,0.0,0.0,2006-12-23 02:46:00
1.034,0.0,245.6,6.0,0.0,0.0,0.0,2006-12-23 02:47:00
2.344,0.048,244.11,9.6,0.0,0.0,0.0,2006-12-23 02:48:00
2.426,0.046,244.08,9.8,0.0,0.0,0.0,2006-12-23 02:49:00
0.908,0.11,245.44,5.4,0.0,0.0,0.0,2006-12-23 02:50:00
1.074,0.106,245.08,6.0,0.0,0.0,0.0,2006-12-23 02:51:00
2.446,0.088,244.08,10.0,0.0,0.0,0.0,2006-12-23 02:52:00
2.44,0.088,244.0,10.0,0.0,0.0,0.0,2006-12-23 02:53:00
1.186,0.104,244.81,6.4,0.0,0.0,0.0,2006-12-23 02:54:00
0.866,0.108,245.12,5.2,0.0,0.0,0.0,2006-12-23 02:55:00
2.422,0.084,243.07,9.8,0.0,0.0,0.0,2006-12-23 02:56:00
2.416,0.084,243.01,9.8,0.0,0.0,0.0,2006-12-23 02:57:00
1.64,0.098,244.27,7.8,0.0,0.0,0.0,2006-12-23 02:58:00
0.498,0.118,246.33,3.2,0.0,0.0,0.0,2006-12-23 02:59:00
2.428,0.086,243.42,9.8,0.0,0.0,0.0,2006-12-23 03:00:00
2.414,0.086,242.99,9.8,0.0,0.0,0.0,2006-12-23 03:01:00
2.424,0.088,243.6,9.8,0.0,0.0,0.0,2006-12-23 03:02:00
0.85,0.11,245.28,5.0,0.0,0.0,0.0,2006-12-23 03:03:00
1.564,0.096,243.75,8.0,0.0,0.0,0.0,2006-12-23 03:04:00
2.706,0.078,241.98,11.2,0.0,0.0,0.0,2006-12-23 03:05:00
2.586,0.0,242.09,10.6,0.0,0.0,0.0,2006-12-23 03:06:00
1.912,0.0,243.83,8.6,0.0,0.0,0.0,2006-12-23 03:07:00
0.214,0.0,246.08,0.8,0.0,0.0,0.0,2006-12-23 03:08:00
2.068,0.046,243.69,9.0,0.0,0.0,0.0,2006-12-23 03:09:00
2.322,0.05,243.01,9.4,0.0,0.0,0.0,2006-12-23 03:10:00
2.284,0.05,243.16,9.4,0.0,0.0,0.0,2006-12-23 03:11:00
0.212,0.0,245.27,0.8,0.0,0.0,0.0,2006-12-23 03:12:00
1.498,0.0,243.93,7.6,0.0,0.0,0.0,2006-12-23 03:13:00
2.398,0.054,243.01,9.8,0.0,0.0,0.0,2006-12-23 03:14:00
2.39,0.052,242.76,9.8,0.0,0.0,0.0,2006-12-23 03:15:00
1.6,0.116,244.52,7.6,0.0,0.0,0.0,2006-12-23 03:16:00
0.372,0.214,245.7,1.6,0.0,1.0,0.0,2006-12-23 03:17:00
2.464,0.178,242.69,10.2,0.0,1.0,0.0,2006-12-23 03:18:00
2.476,0.18,243.17,10.2,0.0,2.0,0.0,2006-12-23 03:19:00
2.256,0.184,243.69,9.6,0.0,1.0,0.0,2006-12-23 03:20:00
0.356,0.196,245.86,1.6,0.0,2.0,0.0,2006-12-23 03:21:00
1.884,0.084,244.62,8.6,0.0,1.0,0.0,2006-12-23 03:22:00
2.42,0.076,243.82,9.8,0.0,1.0,0.0,2006-12-23 03:23:00
2.446,0.084,244.36,10.0,0.0,2.0,0.0,2006-12-23 03:24:00
1.13,0.234,245.01,6.2,0.0,1.0,0.0,2006-12-23 03:25:00
0.744,0.24,245.23,4.4,0.0,2.0,0.0,2006-12-23 03:26:00
2.5,0.208,242.6,10.2,0.0,1.0,0.0,2006-12-23 03:27:00
2.496,0.208,242.62,10.2,0.0,1.0,0.0,2006-12-23 03:28:00
2.496,0.208,242.78,10.2,0.0,2.0,0.0,2006-12-23 03:29:00
0.62,0.24,245.14,3.8,0.0,1.0,0.0,2006-12-23 03:30:00
1.412,0.224,243.8,7.2,0.0,1.0,0.0,2006-12-23 03:31:00
2.498,0.21,243.17,10.2,0.0,2.0,0.0,2006-12-23 03:32:00
2.5,0.212,243.55,10.2,0.0,1.0,0.0,2006-12-23 03:33:00
2.42,0.216,244.21,10.0,0.0,1.0,0.0,2006-12-23 03:34:00
0.386,0.252,246.74,1.8,0.0,1.0,0.0,2006-12-23 03:35:00
1.594,0.232,245.37,7.8,0.0,2.0,0.0,2006-12-23 03:36:00
2.5,0.212,243.69,10.2,0.0,1.0,0.0,2006-12-23 03:37:00
2.49,0.21,243.27,10.2,0.0,1.0,0.0,2006-12-23 03:38:00
1.33,0.226,243.95,7.0,0.0,1.0,0.0,2006-12-23 03:39:00
0.672,0.192,244.43,4.2,0.0,1.0,0.0,2006-12-23 03:40:00
2.33,0.046,243.09,9.6,0.0,0.0,0.0,2006-12-23 03:41:00
2.322,0.05,243.0,9.4,0.0,0.0,0.0,2006-12-23 03:42:00
2.314,0.052,242.6,9.4,0.0,0.0,0.0,2006-12-23 03:43:00
1.032,0.0,243.83,6.0,0.0,0.0,0.0,2006-12-23 03:44:00
0.21,0.0,244.86,0.8,0.0,0.0,0.0,2006-12-23 03:45:00
2.158,0.05,242.26,9.2,0.0,0.0,0.0,2006-12-23 03:46:00
2.312,0.052,242.4,9.4,0.0,0.0,0.0,2006-12-23 03:47:00
2.318,0.052,242.78,9.4,0.0,0.0,0.0,2006-12-23 03:48:00
1.658,0.0,243.45,7.8,0.0,0.0,0.0,2006-12-23 03:49:00
0.286,0.056,245.26,1.4,0.0,0.0,0.0,2006-12-23 03:50:00
1.924,0.062,244.07,8.6,0.0,0.0,0.0,2006-12-23 03:51:00
2.402,0.054,243.34,9.8,0.0,0.0,0.0,2006-12-23 03:52:00
2.39,0.054,243.04,9.8,0.0,0.0,0.0,2006-12-23 03:53:00
0.288,0.086,245.67,1.2,0.0,0.0,0.0,2006-12-23 03:54:00
1.508,0.062,242.97,7.4,0.0,0.0,0.0,2006-12-23 03:55:00
2.356,0.046,240.89,9.6,0.0,0.0,0.0,2006-12-23 03:56:00
2.354,0.046,240.97,9.6,0.0,0.0,0.0,2006-12-23 03:57:00
1.568,0.0,241.87,7.6,0.0,0.0,0.0,2006-12-23 03:58:00
0.23,0.0,243.03,1.0,0.0,0.0,0.0,2006-12-23 03:59:00
2.158,0.084,242.21,9.2,0.0,0.0,0.0,2006-12-23 04:00:00
2.406,0.08,241.85,9.8,0.0,0.0,0.0,2006-12-23 04:01:00
2.406,0.082,242.0,9.8,0.0,0.0,0.0,2006-12-23 04:02:00
0.62,0.108,243.94,4.0,0.0,0.0,0.0,2006-12-23 04:03:00
1.39,0.098,243.44,7.2,0.0,0.0,0.0,2006-12-23 04:04:00
2.412,0.082,242.45,9.8,0.0,0.0,0.0,2006-12-23 04:05:00
2.424,0.086,243.26,9.8,0.0,0.0,0.0,2006-12-23 04:06:00
1.564,0.098,243.92,7.6,0.0,0.0,0.0,2006-12-23 04:07:00
0.34,0.114,245.22,1.8,0.0,0.0,0.0,2006-12-23 04:08:00
2.412,0.082,242.25,9.8,0.0,0.0,0.0,2006-12-23 04:09:00
2.4,0.082,242.2,9.8,0.0,0.0,0.0,2006-12-23 04:10:00
2.388,0.078,241.59,9.8,0.0,0.0,0.0,2006-12-23 04:11:00
1.468,0.092,242.74,7.4,0.0,0.0,0.0,2006-12-23 04:12:00
0.626,0.106,243.87,4.0,0.0,0.0,0.0,2006-12-23 04:13:00
2.408,0.082,242.39,9.8,0.0,0.0,0.0,2006-12-23 04:14:00
2.358,0.0,242.85,9.6,0.0,0.0,0.0,2006-12-23 04:15:00
2.324,0.05,243.14,9.4,0.0,0.0,0.0,2006-12-23 04:16:00
1.72,0.0,244.04,8.0,0.0,0.0,0.0,2006-12-23 04:17:00
0.212,0.0,245.08,0.8,0.0,0.0,0.0,2006-12-23 04:18:00
2.122,0.05,242.03,9.0,0.0,0.0,0.0,2006-12-23 04:19:00
2.312,0.052,242.35,9.4,0.0,0.0,0.0,2006-12-23 04:20:00
2.308,0.054,242.21,9.4,0.0,0.0,0.0,2006-12-23 04:21:00
1.52,0.0,243.16,7.4,0.0,0.0,0.0,2006-12-23 04:22:00
0.212,0.0,244.48,0.8,0.0,0.0,0.0,2006-12-23 04:23:00
2.184,0.052,241.85,9.2,0.0,0.0,0.0,2006-12-23 04:24:00
2.298,0.054,241.59,9.4,0.0,0.0,0.0,2006-12-23 04:25:00
2.326,0.0,241.97,9.6,0.0,0.0,0.0,2006-12-23 04:26:00
1.052,0.068,243.22,6.0,0.0,0.0,0.0,2006-12-23 04:27:00
0.808,0.072,243.13,5.0,0.0,0.0,0.0,2006-12-23 04:28:00
2.382,0.048,241.71,9.8,0.0,0.0,0.0,2006-12-23 04:29:00
2.38,0.05,242.07,9.8,0.0,0.0,0.0,2006-12-23 04:30:00
2.384,0.052,242.41,9.8,0.0,0.0,0.0,2006-12-23 04:31:00
1.188,0.068,243.75,6.4,0.0,0.0,0.0,2006-12-23 04:32:00
0.29,0.082,244.9,1.2,0.0,0.0,0.0,2006-12-23 04:33:00
2.452,0.108,242.21,10.0,0.0,0.0,0.0,2006-12-23 04:34:00
2.418,0.082,242.38,9.8,0.0,0.0,0.0,2006-12-23 04:35:00
2.396,0.078,241.51,9.8,0.0,0.0,0.0,2006-12-23 04:36:00
2.4,0.08,241.77,9.8,0.0,0.0,0.0,2006-12-23 04:37:00
0.43,0.108,244.21,2.6,0.0,0.0,0.0,2006-12-23 04:38:00
1.072,0.1,243.49,6.0,0.0,0.0,0.0,2006-12-23 04:39:00
2.408,0.082,242.25,9.8,0.0,0.0,0.0,2006-12-23 04:40:00
2.416,0.084,242.89,9.8,0.0,0.0,0.0,2006-12-23 04:41:00
2.426,0.086,243.56,9.8,0.0,0.0,0.0,2006-12-23 04:42:00
1.238,0.106,245.42,6.6,0.0,0.0,0.0,2006-12-23 04:43:00
0.568,0.11,244.93,3.6,0.0,0.0,0.0,2006-12-23 04:44:00
2.426,0.086,243.4,9.8,0.0,0.0,0.0,2006-12-23 04:45:00
2.426,0.086,243.65,9.8,0.0,0.0,0.0,2006-12-23 04:46:00
2.41,0.084,242.89,9.8,0.0,0.0,0.0,2006-12-23 04:47:00
1.104,0.046,244.1,6.2,0.0,0.0,0.0,2006-12-23 04:48:00
0.28,0.0,244.93,2.0,0.0,0.0,0.0,2006-12-23 04:49:00
2.332,0.052,243.04,9.6,0.0,0.0,0.0,2006-12-23 04:50:00
2.324,0.05,243.11,9.4,0.0,0.0,0.0,2006-12-23 04:51:00
2.33,0.05,243.41,9.4,0.0,0.0,0.0,2006-12-23 04:52:00
2.262,0.048,243.21,10.0,0.0,0.0,14.0,2006-12-23 04:53:00
1.548,0.0,244.16,6.8,0.0,0.0,19.0,2006-12-23 04:54:00
3.428,0.058,242.51,14.0,0.0,0.0,18.0,2006-12-23 04:55:00
3.394,0.06,241.72,14.0,0.0,0.0,18.0,2006-12-23 04:56:00
3.374,0.062,241.18,14.0,0.0,0.0,18.0,2006-12-23 04:57:00
1.588,0.0,242.77,7.2,0.0,0.0,19.0,2006-12-23 04:58:00
2.244,0.05,242.39,10.2,0.0,0.0,18.0,2006-12-23 04:59:00
3.362,0.062,240.89,13.8,0.0,0.0,17.0,2006-12-23 05:00:00
3.364,0.062,241.06,13.8,0.0,0.0,18.0,2006-12-23 05:01:00
3.382,0.06,241.76,14.0,0.0,0.0,18.0,2006-12-23 05:02:00
2.28,0.0,243.79,10.2,0.0,0.0,18.0,2006-12-23 05:03:00
1.388,0.07,244.43,5.6,0.0,0.0,19.0,2006-12-23 05:04:00
3.224,0.048,242.27,13.6,0.0,0.0,18.0,2006-12-23 05:05:00
3.45,0.0,241.54,14.2,0.0,0.0,18.0,2006-12-23 05:06:00
3.472,0.078,240.96,14.4,0.0,0.0,17.0,2006-12-23 05:07:00
3.526,0.172,240.47,14.6,0.0,0.0,18.0,2006-12-23 05:08:00
1.474,0.2,242.78,6.0,0.0,0.0,18.0,2006-12-23 05:09:00
2.52,0.186,241.48,11.2,0.0,0.0,18.0,2006-12-23 05:10:00
3.51,0.134,241.21,14.4,0.0,0.0,18.0,2006-12-23 05:11:00
3.482,0.074,241.9,14.4,0.0,0.0,18.0,2006-12-23 05:12:00
3.466,0.072,241.41,14.2,0.0,0.0,18.0,2006-12-23 05:13:00
2.358,0.082,241.62,10.6,0.0,0.0,17.0,2006-12-23 05:14:00
1.888,0.088,242.35,8.6,0.0,0.0,18.0,2006-12-23 05:15:00
3.434,0.068,240.13,14.2,0.0,0.0,18.0,2006-12-23 05:16:00
3.424,0.066,239.93,14.2,0.0,0.0,18.0,2006-12-23 05:17:00
3.442,0.07,240.67,14.2,0.0,0.0,17.0,2006-12-23 05:18:00
1.894,0.09,243.0,8.6,0.0,0.0,19.0,2006-12-23 05:19:00
2.184,0.086,242.6,9.8,0.0,0.0,18.0,2006-12-23 05:20:00
3.432,0.0,241.36,14.2,0.0,0.0,17.0,2006-12-23 05:21:00
3.39,0.06,242.16,14.0,0.0,0.0,18.0,2006-12-23 05:22:00
3.026,0.058,242.32,12.6,0.0,0.0,13.0,2006-12-23 05:23:00
1.056,0.0,243.53,6.0,0.0,0.0,0.0,2006-12-23 05:24:00
0.314,0.0,242.81,2.2,0.0,0.0,0.0,2006-12-23 05:25:00
2.298,0.054,241.24,9.4,0.0,0.0,0.0,2006-12-23 05:26:00
2.312,0.052,242.44,9.4,0.0,0.0,0.0,2006-12-23 05:27:00
2.312,0.052,242.02,9.4,0.0,0.0,0.0,2006-12-23 05:28:00
1.94,0.048,242.53,8.6,0.0,0.0,0.0,2006-12-23 05:29:00
0.212,0.0,244.5,0.8,0.0,0.0,0.0,2006-12-23 05:30:00
1.62,0.046,242.6,7.8,0.0,0.0,0.0,2006-12-23 05:31:00
2.312,0.052,242.4,9.4,0.0,0.0,0.0,2006-12-23 05:32:00
2.316,0.052,242.71,9.4,0.0,0.0,0.0,2006-12-23 05:33:00
1.834,0.048,242.75,8.4,0.0,0.0,0.0,2006-12-23 05:34:00
0.21,0.0,244.48,0.8,0.0,0.0,0.0,2006-12-23 05:35:00
1.948,0.046,243.29,8.6,0.0,0.0,0.0,2006-12-23 05:36:00
2.322,0.05,242.98,9.4,0.0,0.0,0.0,2006-12-23 05:37:00
2.346,0.0,242.64,9.6,0.0,0.0,0.0,2006-12-23 05:38:00
2.15,0.072,242.25,9.2,0.0,1.0,0.0,2006-12-23 05:39:00
0.294,0.096,243.88,1.2,0.0,1.0,0.0,2006-12-23 05:40:00
1.754,0.24,242.33,8.6,0.0,1.0,0.0,2006-12-23 05:41:00
2.554,0.306,241.37,10.6,0.0,2.0,0.0,2006-12-23 05:42:00
2.574,0.314,242.25,10.6,0.0,1.0,0.0,2006-12-23 05:43:00
2.086,0.32,242.72,9.4,0.0,2.0,0.0,2006-12-23 05:44:00
0.478,0.346,244.15,2.4,0.0,1.0,0.0,2006-12-23 05:45:00
1.926,0.326,243.58,9.0,0.0,1.0,0.0,2006-12-23 05:46:00
2.588,0.32,243.56,10.6,0.0,2.0,0.0,2006-12-23 05:47:00
2.578,0.318,243.33,10.6,0.0,1.0,0.0,2006-12-23 05:48:00
1.038,0.262,244.74,6.0,0.0,2.0,0.0,2006-12-23 05:49:00
1.272,0.228,244.09,6.8,0.0,1.0,0.0,2006-12-23 05:50:00
2.478,0.204,242.1,10.2,0.0,1.0,0.0,2006-12-23 05:51:00
2.48,0.206,242.4,10.2,0.0,2.0,0.0,2006-12-23 05:52:00
1.756,0.22,243.44,8.2,0.0,1.0,0.0,2006-12-23 05:53:00
0.712,0.228,244.12,4.4,0.0,1.0,0.0,2006-12-23 05:54:00
2.388,0.07,242.28,9.8,0.0,2.0,0.0,2006-12-23 05:55:00
2.37,0.066,241.53,9.8,0.0,1.0,0.0,2006-12-23 05:56:00
1.99,0.072,241.72,8.8,0.0,1.0,0.0,2006-12-23 05:57:00
0.292,0.096,243.83,1.2,0.0,1.0,0.0,2006-12-23 05:58:00
2.264,0.07,242.27,9.6,0.0,2.0,0.0,2006-12-23 05:59:00
2.388,0.07,242.3,9.8,0.0,1.0,0.0,2006-12-23 06:00:00
2.384,0.068,242.12,9.8,0.0,1.0,0.0,2006-12-23 06:01:00
0.304,0.066,244.01,1.6,0.0,1.0,0.0,2006-12-23 06:02:00
1.756,0.046,243.18,8.2,0.0,0.0,0.0,2006-12-23 06:03:00
2.318,0.052,242.44,9.4,0.0,0.0,0.0,2006-12-23 06:04:00
2.316,0.052,242.33,9.4,0.0,0.0,0.0,2006-12-23 06:05:00
0.428,0.0,243.75,3.0,0.0,0.0,0.0,2006-12-23 06:06:00
1.034,0.0,244.16,6.0,0.0,0.0,0.0,2006-12-23 06:07:00
2.324,0.052,242.73,9.4,0.0,0.0,0.0,2006-12-23 06:08:00
2.312,0.054,242.17,9.4,0.0,0.0,0.0,2006-12-23 06:09:00
1.426,0.0,243.05,7.2,0.0,0.0,0.0,2006-12-23 06:10:00
0.214,0.0,244.41,0.8,0.0,0.0,0.0,2006-12-23 06:11:00
1.908,0.046,243.14,8.6,0.0,0.0,0.0,2006-12-23 06:12:00
2.318,0.054,242.47,9.4,0.0,0.0,0.0,2006-12-23 06:13:00
2.354,0.0,241.76,9.6,0.0,0.0,0.0,2006-12-23 06:14:00
0.978,0.096,242.75,5.6,0.0,0.0,0.0,2006-12-23 06:15:00
0.32,0.11,244.36,1.4,0.0,0.0,0.0,2006-12-23 06:16:00
2.408,0.082,242.59,9.8,0.0,0.0,0.0,2006-12-23 06:17:00
2.412,0.08,242.22,9.8,0.0,0.0,0.0,2006-12-23 06:18:00
2.462,0.128,242.33,10.2,0.0,0.0,0.0,2006-12-23 06:19:00
0.766,0.216,244.79,4.6,0.0,0.0,0.0,2006-12-23 06:20:00
0.772,0.216,244.68,4.6,0.0,0.0,0.0,2006-12-23 06:21:00
2.478,0.184,241.78,10.2,0.0,0.0,0.0,2006-12-23 06:22:00
2.438,0.176,239.93,10.2,0.0,0.0,0.0,2006-12-23 06:23:00
2.434,0.174,239.86,10.0,0.0,0.0,0.0,2006-12-23 06:24:00
0.806,0.202,242.31,4.8,0.0,0.0,0.0,2006-12-23 06:25:00
0.394,0.21,242.89,2.0,0.0,0.0,0.0,2006-12-23 06:26:00
2.412,0.12,240.21,10.0,0.0,0.0,0.0,2006-12-23 06:27:00
2.312,0.0,240.72,9.6,0.0,0.0,0.0,2006-12-23 06:28:00
2.28,0.058,240.49,9.4,0.0,0.0,0.0,2006-12-23 06:29:00
1.0,0.0,242.06,5.8,0.0,0.0,0.0,2006-12-23 06:30:00
0.21,0.0,242.97,0.8,0.0,0.0,0.0,2006-12-23 06:31:00
1.606,0.048,242.11,7.8,0.0,0.0,0.0,2006-12-23 06:32:00
2.31,0.054,242.06,9.4,0.0,0.0,0.0,2006-12-23 06:33:00
2.306,0.054,241.92,9.4,0.0,0.0,0.0,2006-12-23 06:34:00
1.566,0.046,242.58,7.6,0.0,0.0,0.0,2006-12-23 06:35:00
0.212,0.0,244.05,0.8,0.0,0.0,0.0,2006-12-23 06:36:00
1.222,0.0,243.94,6.6,0.0,0.0,0.0,2006-12-23 06:37:00
2.308,0.056,242.01,9.4,0.0,0.0,0.0,2006-12-23 06:38:00
2.302,0.056,241.75,9.4,0.0,0.0,0.0,2006-12-23 06:39:00
1.502,0.0,242.99,7.4,0.0,0.0,0.0,2006-12-23 06:40:00
0.212,0.0,244.42,0.8,0.0,0.0,0.0,2006-12-23 06:41:00
1.256,0.0,243.23,6.8,0.0,0.0,0.0,2006-12-23 06:42:00
2.31,0.056,242.15,9.4,0.0,0.0,0.0,2006-12-23 06:43:00
2.304,0.056,241.9,9.4,0.0,0.0,0.0,2006-12-23 06:44:00
1.704,0.048,242.52,8.0,0.0,0.0,0.0,2006-12-23 06:45:00
0.212,0.0,244.81,0.8,0.0,0.0,0.0,2006-12-23 06:46:00
1.296,0.0,244.38,7.0,0.0,0.0,0.0,2006-12-23 06:47:00
2.434,0.082,242.95,10.0,0.0,0.0,0.0,2006-12-23 06:48:00
2.414,0.08,242.22,9.8,0.0,0.0,0.0,2006-12-23 06:49:00
0.928,0.096,242.78,5.4,0.0,0.0,0.0,2006-12-23 06:50:00
0.314,0.104,243.2,1.4,0.0,0.0,0.0,2006-12-23 06:51:00
2.326,0.078,241.25,9.8,0.0,0.0,0.0,2006-12-23 06:52:00
2.384,0.076,240.94,9.8,0.0,0.0,0.0,2006-12-23 06:53:00
2.38,0.076,240.99,9.8,0.0,0.0,0.0,2006-12-23 06:54:00
0.698,0.098,242.32,4.4,0.0,0.0,0.0,2006-12-23 06:55:00
0.524,0.098,242.07,3.4,0.0,0.0,0.0,2006-12-23 06:56:00
2.394,0.08,240.32,10.0,0.0,0.0,0.0,2006-12-23 06:57:00
2.448,0.178,240.53,10.2,0.0,0.0,0.0,2006-12-23 06:58:00
2.424,0.178,240.66,10.0,0.0,0.0,0.0,2006-12-23 06:59:00
0.374,0.204,242.24,1.8,0.0,0.0,0.0,2006-12-23 07:00:00
0.976,0.138,241.11,5.8,0.0,0.0,0.0,2006-12-23 07:01:00
4.494,0.0,237.65,19.2,0.0,0.0,0.0,2006-12-23 07:02:00
6.808,0.0,235.01,29.0,0.0,0.0,0.0,2006-12-23 07:03:00
6.008,0.0,236.33,25.4,0.0,0.0,0.0,2006-12-23 07:04:00
4.486,0.0,237.75,19.2,0.0,0.0,0.0,2006-12-23 07:05:00
2.956,0.0,238.97,13.4,0.0,0.0,0.0,2006-12-23 07:06:00
3.25,0.066,238.14,13.6,0.0,0.0,0.0,2006-12-23 07:07:00
3.248,0.066,238.09,13.6,0.0,0.0,0.0,2006-12-23 07:08:00
3.598,0.0,237.38,15.2,0.0,0.0,0.0,2006-12-23 07:09:00
3.952,0.062,236.59,16.8,0.0,0.0,0.0,2006-12-23 07:10:00
2.144,0.048,238.47,9.0,0.0,0.0,0.0,2006-12-23 07:11:00
2.678,0.052,238.5,11.8,0.0,0.0,0.0,2006-12-23 07:12:00
4.58,0.066,237.08,19.4,0.0,0.0,0.0,2006-12-23 07:13:00
4.162,0.062,237.88,17.4,0.0,0.0,0.0,2006-12-23 07:14:00
4.832,0.0,237.14,20.4,0.0,0.0,0.0,2006-12-23 07:15:00
4.61,0.0,236.53,20.0,0.0,0.0,0.0,2006-12-23 07:16:00
1.374,0.0,239.46,5.6,0.0,0.0,0.0,2006-12-23 07:17:00
1.152,0.0,239.3,5.2,0.0,0.0,0.0,2006-12-23 07:18:00
2.526,0.062,238.48,10.6,0.0,0.0,0.0,2006-12-23 07:19:00
2.612,0.064,238.2,10.8,0.0,0.0,0.0,2006-12-23 07:20:00
2.818,0.054,237.97,11.8,0.0,0.0,0.0,2006-12-23 07:21:00
3.398,0.056,237.05,14.4,0.0,0.0,8.0,2006-12-23 07:22:00
3.834,0.052,236.04,16.2,0.0,0.0,18.0,2006-12-23 07:23:00
3.83,0.052,236.2,16.2,0.0,0.0,18.0,2006-12-23 07:24:00
3.836,0.054,236.77,16.2,0.0,0.0,17.0,2006-12-23 07:25:00
3.836,0.052,236.04,16.2,0.0,0.0,17.0,2006-12-23 07:26:00
3.9,0.048,235.68,16.4,0.0,0.0,18.0,2006-12-23 07:27:00
3.872,0.05,235.78,16.4,0.0,0.0,17.0,2006-12-23 07:28:00
4.092,0.048,235.78,17.2,0.0,0.0,17.0,2006-12-23 07:29:00
4.438,0.128,234.87,18.8,0.0,0.0,17.0,2006-12-23 07:30:00
4.44,0.142,234.77,18.8,0.0,0.0,17.0,2006-12-23 07:31:00
4.516,0.142,234.48,19.2,0.0,0.0,17.0,2006-12-23 07:32:00
4.574,0.154,237.91,19.2,0.0,0.0,17.0,2006-12-23 07:33:00
4.682,0.144,237.6,19.6,0.0,0.0,17.0,2006-12-23 07:34:00
4.594,0.0,237.49,19.2,0.0,0.0,18.0,2006-12-23 07:35:00
4.602,0.0,237.69,19.2,0.0,0.0,17.0,2006-12-23 07:36:00
4.642,0.0,238.85,19.4,0.0,0.0,17.0,2006-12-23 07:37:00
4.624,0.0,238.57,19.2,0.0,0.0,18.0,2006-12-23 07:38:00
